113830;Thumb Down
41307;Doing other things
4777;Doing other things
60762;Thumb Down
140559;Pulling Two Fingers In
51379;Turning Hand Counterclockwise
79950;Doing other things
48306;Thumb Up
63000;Doing other things
102451;Thumb Up
36169;Thumb Up
15429;Swiping Left
26409;Zooming Out With Full Hand
121094;Pushing Two Fingers Away
42390;Zooming Out With Full Hand
49703;Doing other things
18931;Thumb Up
22184;Thumb Down
15465;Turning Hand Counterclockwise
42054;Swiping Down
112036;Thumb Down
32754;Swiping Down
42661;Pushing Two Fingers Away
12877;Swiping Up
12786;Zooming Out With Full Hand
47086;Thumb Up
37973;Doing other things
132650;Thumb Up
18870;Doing other things
2340;Stop Sign
41841;Swiping Down
121718;Thumb Down
122943;Turning Hand Counterclockwise
95871;Stop Sign
3492;Turning Hand Counterclockwise
75466;Stop Sign
86691;Doing other things
97683;Swiping Up
25100;Thumb Up
11790;Doing other things
3452;Swiping Left
7388;Turning Hand Clockwise
127843;Swiping Down
49469;Swiping Up
21598;Swiping Up
75630;Turning Hand Clockwise
125940;Thumb Up
78455;Doing other things
82946;Pushing Two Fingers Away
876;Stop Sign
47572;No gesture
63130;Thumb Down
59113;Turning Hand Counterclockwise
121154;Swiping Down
145942;Zooming Out With Full Hand
33366;Thumb Down
130848;No gesture
10185;Thumb Up
73495;Swiping Left
119960;Zooming Out With Full Hand
25505;Swiping Up
29992;Doing other things
139405;Stop Sign
11332;Doing other things
8671;Swiping Up
76465;Pushing Two Fingers Away
91312;Swiping Down
86594;Zooming In With Full Hand
14299;No gesture
42113;Doing other things
37065;Pushing Two Fingers Away
65499;Swiping Left
131313;Swiping Right
114470;Swiping Down
34065;Turning Hand Counterclockwise
77631;Stop Sign
7170;Thumb Down
3094;Doing other things
80148;Swiping Right
47344;Thumb Up
125826;Zooming In With Full Hand
117454;No gesture
146793;Swiping Left
70911;Stop Sign
64275;Swiping Up
2449;Turning Hand Clockwise
51882;Swiping Left
144591;Pulling Two Fingers In
116965;Zooming In With Full Hand
81824;No gesture
16156;Doing other things
97762;Thumb Down
84426;Swiping Down
37404;Doing other things
112618;Doing other things
2204;Zooming In With Full Hand
1422;Doing other things
100561;Pulling Two Fingers In
41450;Stop Sign
70628;Pulling Two Fingers In
41420;Turning Hand Clockwise
85479;Turning Hand Counterclockwise
112624;Doing other things
112475;Thumb Up
59943;Pushing Two Fingers Away
111710;Zooming In With Full Hand
9760;Doing other things
84764;Swiping Right
1393;No gesture
31027;Pulling Two Fingers In
21536;Pulling Two Fingers In
16242;Zooming In With Full Hand
40388;Swiping Left
126086;Thumb Down
31738;Swiping Right
37887;Doing other things
128353;Thumb Up
96542;Thumb Down
60360;Turning Hand Clockwise
144504;Doing other things
91770;Doing other things
140648;Pushing Two Fingers Away
27945;Swiping Right
18229;Thumb Down
45738;Turning Hand Clockwise
32575;Turning Hand Clockwise
109603;Doing other things
114126;Stop Sign
19105;Thumb Up
105716;Swiping Down
91465;Swiping Right
102300;Pulling Two Fingers In
116498;Swiping Left
94634;Stop Sign
82435;Thumb Up
39817;Swiping Up
87452;Doing other things
27478;Zooming In With Full Hand
129232;Zooming Out With Full Hand
141075;Doing other things
136169;Swiping Down
34013;Zooming Out With Full Hand
25085;Zooming Out With Full Hand
20597;Swiping Right
28955;Turning Hand Clockwise
76050;Doing other things
112499;Thumb Up
143053;Thumb Up
29222;Pushing Two Fingers Away
20768;No gesture
9419;Zooming In With Full Hand
111300;Turning Hand Counterclockwise
33856;Doing other things
50265;Swiping Right
73094;Turning Hand Clockwise
11701;Doing other things
25820;Thumb Down
95462;Thumb Up
130959;Pushing Two Fingers Away
12937;Swiping Up
78077;Turning Hand Clockwise
4437;Pulling Two Fingers In
81651;Swiping Left
133303;Turning Hand Clockwise
35167;Doing other things
19287;Pulling Two Fingers In
56376;Stop Sign
5684;Swiping Down
143729;Swiping Left
57259;Swiping Up
60430;Pulling Two Fingers In
41854;Turning Hand Counterclockwise
128004;No gesture
77011;Turning Hand Counterclockwise
24602;Pulling Two Fingers In
40717;Stop Sign
119948;Swiping Left
140234;Pushing Two Fingers Away
105451;Thumb Down
42979;Zooming In With Full Hand
57946;Stop Sign
136679;Pushing Two Fingers Away
108670;Zooming In With Full Hand
106842;Zooming In With Full Hand
28195;Doing other things
111293;Thumb Down
17021;Pulling Two Fingers In
69894;Swiping Right
82375;Doing other things
10082;Swiping Up
108595;Thumb Up
67530;Stop Sign
63112;Pushing Two Fingers Away
26231;Pushing Two Fingers Away
74775;No gesture
88710;Zooming In With Full Hand
88912;Turning Hand Counterclockwise
93303;Swiping Left
63915;Pushing Two Fingers Away
89526;Doing other things
106490;Thumb Up
100984;Zooming In With Full Hand
56904;Pushing Two Fingers Away
91524;Stop Sign
72465;Swiping Right
11533;Doing other things
128609;Swiping Up
122157;Swiping Down
58382;Swiping Right
46594;Doing other things
97640;Doing other things
61068;Thumb Up
133038;Doing other things
97897;Pushing Two Fingers Away
112539;No gesture
141002;Thumb Up
2161;Swiping Up
38811;Swiping Down
104774;No gesture
39229;Swiping Down
80494;No gesture
132368;Swiping Up
84618;Swiping Up
110469;Swiping Left
21746;Zooming In With Full Hand
32908;Pushing Two Fingers Away
138437;Swiping Down
144583;Swiping Left
60193;Pulling Two Fingers In
13359;Thumb Up
103225;Doing other things
5818;Stop Sign
55315;No gesture
112486;Turning Hand Clockwise
32423;Pulling Two Fingers In
5897;Doing other things
120782;Stop Sign
36764;Turning Hand Clockwise
144812;Pushing Two Fingers Away
118898;Turning Hand Counterclockwise
114451;No gesture
22331;Pushing Two Fingers Away
79750;Doing other things
38949;Swiping Right
34529;Thumb Down
131483;Doing other things
118814;Pushing Two Fingers Away
63036;Swiping Left
49399;No gesture
74802;Turning Hand Counterclockwise
70722;Swiping Down
76795;Swiping Down
142561;Thumb Up
25144;No gesture
143158;Swiping Left
80103;Thumb Up
54191;Doing other things
137582;Swiping Right
121477;Doing other things
126129;Zooming Out With Full Hand
10290;Doing other things
33658;No gesture
53108;Swiping Left
112951;Pushing Two Fingers Away
11991;Doing other things
129342;Zooming Out With Full Hand
25918;Zooming Out With Full Hand
27593;Swiping Right
140001;Doing other things
2923;No gesture
31653;Pulling Two Fingers In
10509;Doing other things
4093;Swiping Up
146317;Swiping Right
67115;Stop Sign
133467;Zooming Out With Full Hand
66310;Doing other things
14674;Swiping Right
71146;Swiping Up
91086;Swiping Left
1657;Stop Sign
136046;Swiping Up
109434;Pulling Two Fingers In
67303;Stop Sign
95948;Pushing Two Fingers Away
29207;Turning Hand Counterclockwise
112602;Pushing Two Fingers Away
94986;Zooming In With Full Hand
127869;Zooming In With Full Hand
145195;Thumb Up
16432;Turning Hand Counterclockwise
108421;Thumb Down
116406;Thumb Down
62005;Turning Hand Counterclockwise
80145;Thumb Up
63918;Pushing Two Fingers Away
146855;No gesture
54964;Thumb Down
42484;Swiping Down
16764;No gesture
104628;Zooming In With Full Hand
146228;No gesture
35104;Pulling Two Fingers In
119370;Swiping Right
61814;Swiping Right
7119;Doing other things
21160;Swiping Down
43852;No gesture
2379;Zooming Out With Full Hand
118210;Pushing Two Fingers Away
120138;Swiping Right
46463;Swiping Up
97295;Doing other things
113292;Pushing Two Fingers Away
109081;Thumb Down
90562;Swiping Left
69696;Doing other things
75627;Doing other things
25272;Swiping Up
59401;Zooming In With Full Hand
27115;Swiping Right
81743;Turning Hand Clockwise
40012;Turning Hand Clockwise
39584;Swiping Down
65896;Turning Hand Clockwise
134464;Swiping Right
102132;Thumb Down
78260;Zooming Out With Full Hand
106440;Pushing Two Fingers Away
31427;Swiping Left
98087;Pulling Two Fingers In
128628;Doing other things
107292;Zooming Out With Full Hand
107908;No gesture
7888;No gesture
46834;Zooming Out With Full Hand
108604;No gesture
10936;Zooming In With Full Hand
38290;Thumb Down
47375;Swiping Left
145992;Pulling Two Fingers In
12899;Turning Hand Clockwise
132131;Swiping Right
88841;Stop Sign
100234;Pulling Two Fingers In
123228;No gesture
102232;Thumb Down
142067;Zooming In With Full Hand
95179;Thumb Down
121003;Swiping Down
142347;Pushing Two Fingers Away
17879;Swiping Right
23000;Doing other things
24100;Doing other things
61589;Doing other things
141120;Swiping Right
144792;Doing other things
62510;Zooming In With Full Hand
85437;Swiping Down
64355;Thumb Up
91952;Pushing Two Fingers Away
46470;Turning Hand Clockwise
112823;Turning Hand Counterclockwise
126750;Swiping Down
28624;Thumb Down
130694;Pulling Two Fingers In
74581;Swiping Left
20361;Zooming Out With Full Hand
31044;Thumb Up
128362;Zooming In With Full Hand
86855;Doing other things
99901;No gesture
98339;Doing other things
121878;Pulling Two Fingers In
2925;Thumb Down
25695;Swiping Left
58915;No gesture
113120;Swiping Up
29663;Zooming Out With Full Hand
126378;Pushing Two Fingers Away
75935;No gesture
107604;Doing other things
85551;Thumb Up
30750;Pulling Two Fingers In
98076;Doing other things
112877;No gesture
18793;Swiping Left
124913;Zooming In With Full Hand
35489;Zooming Out With Full Hand
81785;Swiping Up
64428;Stop Sign
45501;Thumb Down
82690;Pushing Two Fingers Away
29039;Turning Hand Clockwise
35377;Doing other things
39776;Swiping Right
64929;Thumb Down
102057;Zooming Out With Full Hand
134600;Turning Hand Counterclockwise
111459;Stop Sign
23099;Swiping Down
17726;Swiping Down
2466;Swiping Up
51240;Pushing Two Fingers Away
136411;Zooming Out With Full Hand
127323;Swiping Right
19897;Zooming In With Full Hand
108277;Zooming Out With Full Hand
109845;Doing other things
46961;Zooming In With Full Hand
124939;Swiping Up
101099;Doing other things
26840;Pulling Two Fingers In
119736;Doing other things
74703;Thumb Down
132944;No gesture
105074;Thumb Down
18605;Thumb Down
50587;Stop Sign
73339;Swiping Left
74727;Swiping Up
101987;Pushing Two Fingers Away
40860;Swiping Up
141164;Turning Hand Clockwise
41347;Turning Hand Clockwise
81247;Swiping Left
45087;Turning Hand Clockwise
140478;Thumb Down
103552;Swiping Right
115308;Doing other things
35399;Doing other things
127928;Stop Sign
130005;Stop Sign
47095;Swiping Down
641;Stop Sign
11119;Swiping Up
17177;Swiping Up
66197;Zooming Out With Full Hand
147877;Turning Hand Clockwise
129551;Thumb Up
59466;Doing other things
70484;Doing other things
68018;Turning Hand Clockwise
75715;Zooming In With Full Hand
21651;No gesture
95665;Pushing Two Fingers Away
116755;No gesture
45824;Doing other things
115513;Swiping Up
70255;No gesture
83196;No gesture
128814;Swiping Left
59627;Swiping Down
73145;Doing other things
15425;Thumb Down
51086;Pushing Two Fingers Away
118025;Thumb Down
111276;Zooming Out With Full Hand
130453;Pushing Two Fingers Away
53335;Stop Sign
137228;Pulling Two Fingers In
30677;No gesture
53955;Swiping Down
143634;Swiping Right
80704;Thumb Up
117908;Turning Hand Clockwise
103755;Zooming In With Full Hand
69661;Thumb Down
146147;Thumb Up
138452;Turning Hand Clockwise
111528;Swiping Down
88183;No gesture
116423;Thumb Down
91273;Turning Hand Counterclockwise
59816;Pulling Two Fingers In
19913;Zooming In With Full Hand
123281;Thumb Down
16518;Stop Sign
5895;Stop Sign
134740;Pushing Two Fingers Away
111059;Thumb Down
35328;Swiping Left
80879;Zooming Out With Full Hand
87584;Doing other things
33179;Pulling Two Fingers In
105097;Zooming Out With Full Hand
104679;Doing other things
75978;Pushing Two Fingers Away
3893;Thumb Up
77535;Swiping Up
119880;Doing other things
124641;Zooming Out With Full Hand
26128;Doing other things
94806;Stop Sign
124730;Swiping Right
94485;Turning Hand Counterclockwise
110196;No gesture
77134;Zooming In With Full Hand
72099;Zooming In With Full Hand
15885;Swiping Right
15777;Stop Sign
105217;Thumb Down
129476;Turning Hand Clockwise
44789;Turning Hand Counterclockwise
48907;Doing other things
113433;Doing other things
26965;Swiping Left
35682;Turning Hand Clockwise
137079;Thumb Up
91661;Stop Sign
94388;Zooming Out With Full Hand
141485;Doing other things
96630;Doing other things
112771;Doing other things
64309;Swiping Right
79422;Swiping Up
109589;Doing other things
99523;Swiping Right
44725;Thumb Up
48393;Turning Hand Clockwise
98681;Swiping Up
52751;Turning Hand Clockwise
11245;No gesture
83011;Swiping Left
99336;Doing other things
120462;Zooming In With Full Hand
110991;Swiping Left
31678;Swiping Left
120863;Turning Hand Counterclockwise
110172;Zooming In With Full Hand
41782;Zooming Out With Full Hand
125128;Swiping Left
107174;Swiping Left
15452;Thumb Down
41962;Swiping Up
91692;Pulling Two Fingers In
70810;No gesture
115317;Swiping Up
97699;Pushing Two Fingers Away
892;Doing other things
118719;Doing other things
89599;Swiping Left
51555;Turning Hand Clockwise
75189;Turning Hand Clockwise
53248;Zooming In With Full Hand
109709;Thumb Down
133538;Stop Sign
119972;Doing other things
84909;Swiping Right
28689;Swiping Right
41712;No gesture
22596;No gesture
49856;Swiping Down
56086;Doing other things
44066;Doing other things
143320;Pushing Two Fingers Away
58519;Zooming Out With Full Hand
57456;Turning Hand Counterclockwise
138490;Zooming In With Full Hand
28086;Doing other things
37718;Turning Hand Counterclockwise
84500;Thumb Down
29411;Swiping Down
95609;Pulling Two Fingers In
67881;Stop Sign
107058;Turning Hand Counterclockwise
39123;Swiping Up
95980;No gesture
85053;Swiping Down
132291;Pulling Two Fingers In
117911;Turning Hand Counterclockwise
41111;Thumb Up
128711;Thumb Down
40436;Stop Sign
115331;Zooming Out With Full Hand
134446;Stop Sign
43311;Thumb Down
58647;Zooming In With Full Hand
128383;Thumb Down
131247;Thumb Down
26742;Swiping Down
116749;Thumb Down
137822;Swiping Down
134283;Swiping Left
39779;Swiping Right
112887;Stop Sign
139853;Zooming In With Full Hand
124393;Doing other things
102688;Thumb Down
9028;Swiping Right
130015;Swiping Right
89023;Thumb Up
27161;Turning Hand Clockwise
7261;Zooming Out With Full Hand
74543;No gesture
45817;Swiping Up
21589;Swiping Up
13676;Thumb Down
108596;Doing other things
84163;Zooming In With Full Hand
60112;Pushing Two Fingers Away
46959;Thumb Up
121502;Swiping Left
124076;Swiping Up
73240;No gesture
63725;Swiping Left
12100;Thumb Up
16095;Turning Hand Counterclockwise
26502;Zooming In With Full Hand
80625;Thumb Down
94110;Swiping Left
6939;Swiping Left
99853;Swiping Right
126009;Stop Sign
51241;Swiping Right
147552;Pulling Two Fingers In
3415;Swiping Left
37723;Turning Hand Counterclockwise
95034;Turning Hand Clockwise
131724;Swiping Right
67746;Zooming In With Full Hand
62433;Turning Hand Counterclockwise
94156;Swiping Left
43619;Thumb Down
80205;Stop Sign
69950;Pushing Two Fingers Away
4158;Thumb Up
10095;Zooming In With Full Hand
126394;Thumb Up
82983;Zooming In With Full Hand
69669;Pushing Two Fingers Away
115430;Swiping Left
129776;Doing other things
128954;Doing other things
88341;No gesture
56259;Zooming In With Full Hand
135051;Doing other things
106949;Doing other things
33431;Swiping Down
113893;Zooming Out With Full Hand
116529;Swiping Down
37234;Turning Hand Counterclockwise
56854;Thumb Up
28188;Thumb Down
102762;Zooming In With Full Hand
136150;Swiping Down
112345;Doing other things
79298;Turning Hand Clockwise
38648;Zooming In With Full Hand
142519;Turning Hand Counterclockwise
79403;Swiping Down
96060;Turning Hand Counterclockwise
34741;Swiping Right
75934;Swiping Down
39387;Stop Sign
100783;Thumb Down
69615;Zooming In With Full Hand
76154;Zooming In With Full Hand
21514;No gesture
125637;Stop Sign
109746;Zooming In With Full Hand
120299;Stop Sign
115942;Turning Hand Counterclockwise
6636;Pushing Two Fingers Away
132499;Thumb Down
118873;Stop Sign
8975;Zooming Out With Full Hand
53163;Zooming Out With Full Hand
110279;No gesture
2753;Doing other things
81741;Doing other things
44687;Pulling Two Fingers In
19240;Turning Hand Clockwise
82106;Thumb Up
46179;Turning Hand Counterclockwise
23087;Doing other things
139471;Doing other things
91304;Swiping Up
1050;Swiping Right
127114;Swiping Left
59926;Thumb Down
67258;Thumb Up
80584;Swiping Left
118989;Stop Sign
133606;Thumb Up
32647;Doing other things
127865;No gesture
113321;Doing other things
58969;Thumb Up
127577;Pulling Two Fingers In
105702;No gesture
119712;Doing other things
144857;Zooming In With Full Hand
3653;Thumb Up
75958;Swiping Left
134073;Thumb Down
60730;Thumb Up
74901;Doing other things
50317;Doing other things
105112;Doing other things
37791;Zooming Out With Full Hand
35417;Doing other things
113181;Zooming In With Full Hand
147445;Swiping Right
12871;Stop Sign
54923;Swiping Right
61391;Swiping Left
71546;Doing other things
145594;Turning Hand Clockwise
95378;Doing other things
136069;Doing other things
25584;Turning Hand Clockwise
58684;Doing other things
6130;Thumb Down
89665;Doing other things
1928;Thumb Down
50445;Swiping Up
123001;Swiping Up
36426;Thumb Up
37208;Stop Sign
41907;Zooming In With Full Hand
63220;Thumb Up
40192;Thumb Down
79266;Swiping Left
22676;Doing other things
75736;Zooming In With Full Hand
16565;Pulling Two Fingers In
122776;Swiping Right
92478;Swiping Right
115494;Thumb Up
72849;Swiping Left
56763;Swiping Left
127588;Zooming Out With Full Hand
120293;Thumb Down
32023;Thumb Up
142300;Thumb Down
66357;Zooming Out With Full Hand
75220;Swiping Down
98204;Zooming In With Full Hand
67057;Swiping Left
84854;Zooming Out With Full Hand
117989;Swiping Down
37296;Doing other things
59849;Turning Hand Clockwise
107784;Pulling Two Fingers In
33161;Swiping Up
19818;Swiping Right
103976;Doing other things
66193;Thumb Up
139819;Turning Hand Counterclockwise
16081;Turning Hand Counterclockwise
40961;Swiping Up
125226;Zooming Out With Full Hand
83568;Stop Sign
87984;Swiping Right
61310;Turning Hand Clockwise
40792;No gesture
110079;Swiping Down
114800;Stop Sign
81379;Pulling Two Fingers In
122283;Swiping Left
86501;Swiping Up
41529;Thumb Down
36073;Swiping Right
59819;Stop Sign
15660;Swiping Right
50660;Pulling Two Fingers In
66046;Turning Hand Clockwise
75633;Zooming Out With Full Hand
114756;Thumb Down
58716;Doing other things
122790;Thumb Down
81649;Thumb Up
66884;Swiping Up
70473;Turning Hand Counterclockwise
80024;Pulling Two Fingers In
57543;Thumb Down
20218;Turning Hand Clockwise
118371;Swiping Up
42974;Zooming In With Full Hand
101244;Turning Hand Counterclockwise
97694;Swiping Right
88692;Doing other things
110439;Turning Hand Counterclockwise
49369;Zooming Out With Full Hand
67688;Thumb Down
127075;Pushing Two Fingers Away
129172;Stop Sign
131478;Swiping Down
124023;Doing other things
106921;Swiping Up
29690;Swiping Left
111254;No gesture
80940;Stop Sign
45836;Doing other things
80398;Swiping Down
23159;Zooming Out With Full Hand
91643;Turning Hand Clockwise
107275;Pulling Two Fingers In
36710;Turning Hand Counterclockwise
56737;Swiping Right
53673;Doing other things
34415;Stop Sign
72152;Thumb Down
139571;Turning Hand Counterclockwise
134297;Stop Sign
108839;Doing other things
7934;Doing other things
27131;Stop Sign
125080;Thumb Up
114611;Thumb Up
76482;Swiping Right
120098;Pulling Two Fingers In
2301;No gesture
49491;Thumb Up
134635;Doing other things
50747;Swiping Left
96907;Swiping Up
136491;Thumb Down
123349;No gesture
120016;No gesture
130600;Zooming Out With Full Hand
55207;Doing other things
125382;Thumb Up
71180;Pushing Two Fingers Away
6174;Pushing Two Fingers Away
73206;Doing other things
17258;Zooming In With Full Hand
29205;Swiping Left
26778;No gesture
77839;Zooming Out With Full Hand
112204;Zooming Out With Full Hand
51752;Swiping Right
122831;No gesture
72356;Zooming In With Full Hand
12560;Pulling Two Fingers In
63820;Zooming Out With Full Hand
138151;Doing other things
45438;Doing other things
139416;Turning Hand Clockwise
138188;No gesture
68186;Doing other things
144236;Swiping Left
73314;Zooming In With Full Hand
18703;Swiping Up
86027;Zooming Out With Full Hand
69836;Stop Sign
36590;Stop Sign
128186;Turning Hand Counterclockwise
132086;Doing other things
52127;Swiping Up
89507;Swiping Left
130313;Doing other things
98007;Swiping Up
140686;Thumb Up
80420;Pushing Two Fingers Away
91132;Stop Sign
73173;Swiping Left
23668;Swiping Down
20928;Pulling Two Fingers In
97861;Pulling Two Fingers In
56434;Thumb Down
79595;Doing other things
141398;Swiping Left
139068;Thumb Down
16410;Swiping Left
39606;Zooming In With Full Hand
66337;Pushing Two Fingers Away
146174;Turning Hand Counterclockwise
51064;Swiping Left
35080;No gesture
130575;Doing other things
46072;Swiping Down
59802;Turning Hand Clockwise
110948;Stop Sign
118928;Pushing Two Fingers Away
135822;Turning Hand Counterclockwise
59550;Thumb Down
133648;Pushing Two Fingers Away
100166;Doing other things
68361;Pulling Two Fingers In
11830;Swiping Down
77583;Swiping Right
86813;Stop Sign
127255;Swiping Left
138814;Swiping Right
99858;Zooming In With Full Hand
138468;Turning Hand Clockwise
128219;Swiping Left
36559;Zooming Out With Full Hand
38901;Thumb Up
17090;Thumb Up
143612;Thumb Down
75313;Pulling Two Fingers In
129358;Swiping Right
79018;Doing other things
83174;Pushing Two Fingers Away
94943;Doing other things
70990;Swiping Up
143911;Thumb Down
109433;Swiping Up
64265;Zooming In With Full Hand
115830;Doing other things
39703;Turning Hand Counterclockwise
139403;Swiping Right
39529;Turning Hand Counterclockwise
47931;Swiping Up
136826;Swiping Up
78145;Stop Sign
44455;Doing other things
147697;Thumb Down
123193;Swiping Down
61920;Pulling Two Fingers In
109921;Swiping Right
28224;Doing other things
143101;Swiping Right
111355;Turning Hand Counterclockwise
140819;Doing other things
127015;Turning Hand Counterclockwise
48236;Doing other things
51521;Swiping Left
34790;Stop Sign
75915;Zooming Out With Full Hand
26358;Doing other things
127754;Swiping Right
133416;Thumb Down
12575;Pulling Two Fingers In
79088;Stop Sign
32286;Zooming Out With Full Hand
62489;Swiping Left
11101;Thumb Down
139604;Swiping Up
59615;Thumb Down
99482;Doing other things
110045;Swiping Up
95617;Stop Sign
118006;No gesture
138615;Doing other things
62285;Pulling Two Fingers In
110154;Swiping Left
19859;Swiping Up
122697;Thumb Up
129810;Swiping Down
104967;Turning Hand Counterclockwise
87926;Swiping Right
66869;Swiping Down
100189;Doing other things
10729;Doing other things
130628;Thumb Down
85982;Swiping Up
125134;Stop Sign
17597;Doing other things
73065;Swiping Up
54305;Doing other things
124131;Swiping Down
145153;Turning Hand Counterclockwise
38377;Swiping Left
104860;Doing other things
53008;Zooming Out With Full Hand
2499;Thumb Down
131526;Turning Hand Clockwise
145784;Doing other things
88148;Turning Hand Clockwise
42496;Pushing Two Fingers Away
144532;Swiping Down
102514;No gesture
92806;Pulling Two Fingers In
54210;Doing other things
76203;Thumb Up
20248;Turning Hand Clockwise
10385;Turning Hand Clockwise
12823;Doing other things
93482;Turning Hand Counterclockwise
54859;Thumb Up
138779;Swiping Right
124468;Doing other things
27434;Swiping Right
17278;No gesture
142784;Thumb Up
8653;Pulling Two Fingers In
123627;Swiping Up
95870;Doing other things
66747;Turning Hand Clockwise
116520;Doing other things
83395;Swiping Right
43324;Doing other things
93286;Thumb Up
147220;Swiping Up
65101;Thumb Down
144729;Swiping Up
29209;Zooming In With Full Hand
9540;Thumb Down
38312;Swiping Left
98565;Pushing Two Fingers Away
126708;Pulling Two Fingers In
106307;Swiping Down
74576;Turning Hand Clockwise
109054;Stop Sign
145868;Swiping Left
53574;Thumb Down
71045;Stop Sign
24379;Zooming In With Full Hand
107853;Doing other things
36467;Turning Hand Counterclockwise
94184;Turning Hand Clockwise
92059;Turning Hand Clockwise
565;Doing other things
44365;Turning Hand Clockwise
106394;Zooming Out With Full Hand
91409;Zooming Out With Full Hand
91752;Swiping Up
60223;Swiping Up
60048;Doing other things
144956;Swiping Right
64112;Swiping Right
125389;Zooming In With Full Hand
74995;Thumb Up
94131;No gesture
113377;Doing other things
19251;Turning Hand Counterclockwise
11510;Doing other things
111641;Thumb Up
39636;Zooming In With Full Hand
132193;Pushing Two Fingers Away
137820;No gesture
24062;Zooming Out With Full Hand
21597;Thumb Up
